Make,Model,Variant,Year,Location,Fuel,Engine,Transmission,KM_driven,Car_Age,Price_in_lacs
honda,civic,turbo 1.5 vtec cvt,2016,Sialkot,Petrol,1500.0,Automatic,80000,9,52.5
daihatsu,mira,x sa lll,2022,Karachi,Petrol,660.0,Automatic,49000,3,35.8
suzuki,alto,vx (cng),2012,Sargodha,CNG,1000.0,Manual,165000,13,12.0
suzuki,alto,vxr,2006,Rawalpindi,Petrol,1000.0,Manual,12345,19,12.5
suzuki,alto,hybrid s,2023,Multan,Hybrid,660.0,Automatic,16377,2,35.0
honda,city,1.3 i-vtec,2018,Faisalabad,Petrol,1300.0,Manual,58000,7,38.5
honda,city,aspire prosmatec 1.5 i-vtec,2017,Karachi,Petrol,1500.0,Automatic,43000,8,28.0
suzuki,wagon r,vxl,2017,Lahore,Petrol,1000.0,Manual,77000,8,22.1
hyundai,tucson,awd a/t ultimate,2022,Lahore,Petrol,2000.0,Automatic,39000,3,75.0
daihatsu,cuore,cx,2005,Karachi,Petrol,800.0,Manual,100,20,6.5
honda,city,aspire 1.5 i-vtec,2016,Karachi,Petrol,1500.0,Manual,88000,9,34.0
suzuki,alto,vxr,2021,Faisalabad,Petrol,660.0,Manual,69000,4,24.8
nissan,dayz,highway star s hybrid x pro pilot,2022,Multan,Hybrid,660.0,Automatic,30206,3,33.0
mg,hs,phev,2025,Multan,Hybrid,1500.0,Automatic,7944,0,104.0
toyota,raize,z,2020,Karachi,Petrol,1000.0,Automatic,27000,5,63.5
toyota,raize,z,2020,Karachi,Petrol,1000.0,Automatic,20000,5,61.5
suzuki,mehran,vxr euro ii,2015,Sargodha,Petrol,796.0,Manual,68000,10,11.5
toyota,aqua,g led soft leather selection,2014,Karachi,Hybrid,1500.0,Automatic,94000,11,35.0
toyota,corolla,altis cvt-i 1.8,2018,Karachi,Petrol,1800.0,Automatic,100662,7,41.0
suzuki,cultus,vxr,2004,Lahore,Petrol,1000.0,Manual,123456,21,7.0
toyota,fortuner,legender,2023,Lahore,Diesel,2800.0,Automatic,40000,2,180.0
honda,city,1.3 i-vtec,2019,Lahore,Petrol,1300.0,Manual,130000,6,32.5
toyota,vitz,f 1.0,2014,Karachi,Petrol,1000.0,Automatic,101363,11,30.0
suzuki,wagon r,vxl,2022,Rawalpindi,Petrol,1000.0,Manual,16140,3,34.0
toyota,prado,tx limited 2.7,2020,Multan,Petrol,2700.0,Automatic,43717,5,285.0
honda,city,1.3 i-vtec,2016,Multan,Petrol,1300.0,Automatic,139344,9,31.5
hyundai,elantra,gls,2021,Multan,Petrol,2000.0,Automatic,51181,4,60.5
hyundai,tucson,hybrid signature,2025,Lahore,Hybrid,1600.0,Automatic,3100,0,127.0
kia,picanto,1.0 at,2021,Lahore,Petrol,1000.0,Automatic,51000,4,27.5
toyota,aqua,g,2013,Islamabad,Hybrid,1500.0,Automatic,160000,12,36.8
hyundai,tucson,awd a/t ultimate,2021,Lahore,Petrol,2000.0,Automatic,75315,4,70.95
kia,sportage,awd,2020,Karachi,Petrol,2000.0,Automatic,68000,5,64.0
suzuki,cultus,vxr,2018,Karachi,Petrol,1000.0,Manual,136168,7,22.75
toyota,corolla,gli 1.3 vvti,2012,Mardan,Petrol,1300.0,Manual,260000,13,30.0
kia,sorento,3.5 fwd,2024,Quetta,Petrol,3500.0,Automatic,3000,1,106.0
hyundai,sonata,n line 2.5 turbo,2025,Lahore,Petrol,2500.0,Automatic,6500,0,168.0
suzuki,cultus,vxl,2017,Lahore,Petrol,1000.0,Manual,45000,8,28.3
suzuki,alto,vx,2022,Sargodha,Petrol,660.0,Manual,67000,3,24.15
suzuki,mehran,vx euro ii,2015,Rawalpindi,Petrol,796.0,Manual,74500,10,14.85
suzuki,mehran,vx euro ii,2018,Islamabad,Petrol,796.0,Manual,56000,7,14.0
suzuki,alto,vxr,2001,Islamabad,Petrol,1000.0,Manual,80000,24,6.0
suzuki,cultus,vxr,2007,Islamabad,Petrol,1000.0,Manual,100000,18,10.5
honda,civic rebirth,oriel prosmatec ug,2016,Islamabad,Petrol,1800.0,Automatic,164000,9,41.0
suzuki,wagon r,vxr,2021,Islamabad,Petrol,1000.0,Manual,74000,4,27.0
suzuki,cultus,vxr,2019,Lahore,Petrol,1000.0,Manual,50000,6,31.5
jac,t9,hunter,2025,Multan,Diesel,2000.0,Automatic,354,0,115.0
changan,oshan x7,comfort,2025,Lahore,Petrol,1500.0,Automatic,500,0,90.5
honda,br-v,i-vtec s,2020,Lahore,Petrol,1500.0,Automatic,57000,5,49.9
suzuki,ciaz,automatic,2017,Karachi,Petrol,1400.0,Automatic,145294,8,26.0
daihatsu,mira,l,2022,Lahore,Petrol,660.0,Automatic,70000,3,35.0
honda,city,1.3 i-vtec,2009,Taxila,Petrol,1300.0,Manual,151000,16,25.7
suzuki,bolan,vx,1990,Karachi,Petrol,800.0,Manual,100000,35,4.0
suzuki,swift,dlx 1.3,2011,Karachi,Petrol,1300.0,Manual,115461,14,16.5
peugeot,2008,allure,2025,Islamabad,Petrol,1200.0,Automatic,5376,0,71.0
suzuki,mehran,vxr euro ii,2016,Karachi,Petrol,796.0,Manual,64013,9,11.25
honda,city,1.3 i-vtec,2015,Lahore,Petrol,1300.0,Manual,92708,10,27.0
toyota,yaris hatchback,x,2020,Islamabad,Petrol,1000.0,Automatic,52118,5,42.0
daihatsu,mira,es,2014,Karachi,Petrol,660.0,Automatic,210570,11,24.0
suzuki,alto,vx,2021,Rawalpindi,Petrol,660.0,Manual,111883,4,23.0
toyota,prius,phv gr sport,2020,Peshawar,Hybrid,1800.0,Automatic,34551,5,110.0
toyota,corolla,altis grande x cvt-i 1.8 black interior,2025,Karachi,Petrol,1800.0,Automatic,6790,0,82.5
honda,insight,ex,2020,Peshawar,Hybrid,1500.0,Automatic,52042,5,110.0
toyota,passo,x s,2020,Islamabad,Petrol,1000.0,Automatic,63181,5,38.0
suzuki,hustler,hybrid g,2024,Islamabad,Hybrid,660.0,Automatic,9133,1,41.5
honda,city,i-dsi,2004,Karachi,Petrol,1300.0,Manual,100000,21,12.95
hyundai,tucson,hybrid smart,2025,Lahore,Hybrid,1600.0,Automatic,560,0,113.0
toyota,hilux,d-4d automatic,2010,Lahore,Diesel,3000.0,Automatic,160000,15,55.5
suzuki,cultus,vxri,2016,Karachi,Petrol,1000.0,Manual,100000,9,14.5
mercedes benz,glb class,glb 200 7-seater,2021,Karachi,Petrol,1300.0,Automatic,16500,4,225.0
toyota,corolla,gli 1.3 vvti,2013,Islamabad,Petrol,1300.0,Manual,154000,12,33.7
toyota,corolla,gli 1.3 vvti,2012,Karachi,Petrol,1300.0,Manual,86600,13,25.0
mitsubishi,ek wagon,gs,2007,Ahmed Pur East,Petrol,660.0,Automatic,425913,18,17.5
suzuki,alto,vxl ags,2023,Islamabad,Petrol,660.0,Automatic,50000,2,29.25
honda,hr-v,vti-s,2022,Lahore,Petrol,1500.0,Automatic,20737,3,66.5
honda,br-v,i-vtec s,2022,Islamabad,Petrol,1500.0,Automatic,50033,3,53.9
toyota,vitz,fl 1.0,1999,Islamabad,Petrol,1000.0,Automatic,153489,26,17.5
honda,vezel,x honda sensing,2019,Islamabad,Hybrid,1500.0,Automatic,143000,6,72.0
suzuki,alto,vxr,2024,Lahore,Petrol,660.0,Manual,26000,1,27.85
toyota,prius,s 1.8,2014,Islamabad,Hybrid,1800.0,Automatic,152053,11,46.0
toyota,corolla,altis automatic 1.6,2019,Lahore,Petrol,1600.0,Automatic,59838,6,51.85
toyota,hilux,vigo champ g,2013,Multan,Diesel,2500.0,Automatic,198361,12,60.0
honda,civic,turbo 1.5 vtec cvt,2016,Sialkot,Petrol,1500.0,Automatic,80000,9,52.5
daihatsu,mira,x sa lll,2022,Karachi,Petrol,660.0,Automatic,49000,3,35.8
suzuki,ravi,euro ii,2022,Chakwal,Petrol,800.0,Manual,50000,3,17.25
suzuki,cultus,vxl,2020,Islamabad,Petrol,1000.0,Manual,110000,5,25.9
honda,civic,exi,2005,Karachi,Petrol,1500.0,Manual,205000,20,14.35
suzuki,wagon r,vxl,2022,Rawalpindi,Petrol,1000.0,Manual,16140,3,34.0
suzuki,hustler,hybrid g,2024,Islamabad,Hybrid,660.0,Automatic,9133,1,41.5
suzuki,swift,rs 1.0 boosterjet,2017,Gujranwala,Hybrid,1000.0,Manual,70012,8,37.5
toyota,raize,z,2020,Lahore,Petrol,1000.0,Automatic,38605,5,63.0
peugeot,2008,active,2022,Lahore,Petrol,1200.0,Automatic,12383,3,59.5
toyota,corolla,altis x automatic 1.6,2021,Lahore,Petrol,1598.0,Automatic,71704,4,55.5
toyota,raize,z,2020,Lahore,Petrol,1000.0,Automatic,50634,5,61.0
toyota,fortuner,2.7 vvti,2015,Karachi,Petrol,2700.0,Automatic,63448,10,75.0
honda,city,1.2l cvt,2022,Lahore,Petrol,1200.0,Automatic,34472,3,44.0
nissan,note,e-power s,2021,Lahore,Hybrid,1200.0,Automatic,20102,4,60.0
daihatsu,mira,x,2013,Lahore,Petrol,660.0,Automatic,103766,12,22.5
honda,n box,slash x,2021,Islamabad,Petrol,660.0,Automatic,38022,4,29.0
toyota,yaris sedan,ativ x mt 1.5,2021,Faisalabad,Petrol,1500.0,Manual,81675,4,46.0
suzuki,wagon r,vxl,2022,Rawalpindi,Petrol,1000.0,Manual,16140,3,34.0
suzuki,wagon r,vxr,2017,Lahore,Petrol,1000.0,Manual,114000,8,19.65
toyota,corolla,gli automatic 1.6 vvti,2012,Karachi,Petrol,1600.0,Automatic,176000,13,28.5
honda,civic rebirth,vti oriel prosmatec 1.8 i-vtec,2014,Lahore,Petrol,1800.0,Automatic,145000,11,38.25
suzuki,alto,vxl ags,2021,Lahore,Petrol,660.0,Automatic,87415,4,28.0
changan,karvaan,plus,2021,Arifwala,Petrol,1000.0,Manual,95000,4,22.5
toyota,corolla fielder,hybrid g,2015,Swabi,Hybrid,1500.0,Automatic,80000,10,47.5
toyota,prado,tx limited 2.7,2020,Multan,Petrol,2700.0,Automatic,43717,5,285.0
honda,city,1.3 i-vtec,2016,Multan,Petrol,1300.0,Automatic,139344,9,31.5
suzuki,mehran,vx (cng),2005,Islamabad,Petrol,800.0,Manual,19935,20,7.0
suzuki,swift,dlx automatic 1.3,2012,Lahore,Petrol,1300.0,Automatic,131000,13,19.6
suzuki,wagon r,vxl,2018,Rawalpindi,Petrol,1000.0,Manual,83000,7,22.4
hyundai,elantra,gls,2021,Multan,Petrol,2000.0,Automatic,51181,4,60.5
suzuki,mehran,vxr euro ii,2016,Dera ismail khan,Petrol,800.0,Manual,73453,9,13.2
hyundai,tucson,hybrid signature,2025,Lahore,Hybrid,1600.0,Automatic,3100,0,127.0
hyundai,tucson,fwd a/t gls sport,2022,Karachi,Petrol,2000.0,Automatic,25200,3,69.5
kia,picanto,1.0 at,2021,Lahore,Petrol,1000.0,Automatic,51000,4,27.5
honda,city,1.3 i-vtec prosmatec,2018,Lahore,Petrol,1300.0,Automatic,79000,7,36.9
toyota,aqua,g,2013,Islamabad,Hybrid,1500.0,Automatic,160000,12,36.8
hyundai,tucson,awd a/t ultimate,2021,Lahore,Petrol,2000.0,Automatic,75315,4,70.95
kia,sportage,awd,2020,Karachi,Petrol,2000.0,Automatic,68000,5,64.0
suzuki,cultus,vxri (cng),2007,Islamabad,Petrol,1000.0,Manual,150000,18,10.5
toyota,corolla,gli 1.3 vvti,2012,Karachi,Petrol,1300.0,Manual,135567,13,24.0
mercedes benz,c class,c180 avantgarde,2017,Lahore,Petrol,1600.0,Automatic,77947,8,135.0
toyota,mark x,250g f package,2004,Rawalpindi,Petrol,2500.0,Automatic,84926,21,46.0
suzuki,mehran,vx,2010,Lahore,Petrol,800.0,Manual,90471,15,8.0
hyundai,santro,club gv,2006,Lahore,Petrol,1100.0,Manual,185895,19,12.25
toyota,vitz,b intelligent package 1.0,2007,Islamabad,Petrol,1000.0,Automatic,118888,18,22.9
daihatsu,move,l,2022,Lahore,Petrol,660.0,Automatic,8250,3,34.7
toyota,passo,x l package s,2021,Lahore,Petrol,1000.0,Automatic,78513,4,39.95
honda,vezel,hybrid x,2019,Rawalpindi,Hybrid,1500.0,Automatic,36487,6,65.0
suzuki,mehran,vxr euro ii,2018,Islamabad,Petrol,796.0,Manual,45824,7,14.2
suzuki,mehran,vxr euro ii,2018,Jhang,Petrol,796.0,Manual,80000,7,14.4
toyota,land cruiser,zx gasoline 3.5l,2022,Lahore,Petrol,3500.0,Automatic,6400,3,660.0
toyota,hilux,invincible,2013,Rawalpindi,Diesel,3000.0,Automatic,98000,12,67.5
toyota,corolla,xli vvti,2011,Quetta,Petrol,1300.0,Manual,900000,14,25.0
toyota,corolla,gli automatic 1.3 vvti,2014,Karachi,Petrol,1300.0,Automatic,135000,11,29.75
suzuki,cultus,vxr,2018,Karachi,Petrol,1000.0,Manual,136168,7,22.75
suzuki,mehran,vxr (cng),2006,Karachi,Petrol,800.0,Manual,60000,19,6.7
suzuki,swift,dlx 1.3,2011,Karachi,Petrol,1300.0,Manual,115461,14,16.5
honda,city,1.2l m/t,2022,Faisalabad,Petrol,1200.0,Manual,24000,3,44.0
peugeot,2008,allure,2025,Islamabad,Petrol,1200.0,Automatic,5376,0,71.0
toyota,corolla,altis x automatic 1.6,2021,Lahore,Petrol,1600.0,Automatic,66000,4,49.5
toyota,corolla,se saloon automatic,2005,Chakwal,Petrol,1600.0,Automatic,150000,20,25.5
toyota,corolla,altis cvt-i 1.8,2017,Faisalabad,Petrol,1800.0,Automatic,90000,8,41.0
kia,sportage,awd,2019,Faisalabad,Petrol,2000.0,Automatic,52000,6,63.5
suzuki,bolan,vx,2012,Lahore,Petrol,800.0,Manual,62000,13,7.75
suzuki,mehran,vxr euro ii,2016,Karachi,Petrol,796.0,Manual,64013,9,11.25
daihatsu,cuore,cx ecomatic,2005,Islamabad,Petrol,800.0,Automatic,150000,20,11.0
honda,city,1.3 i-vtec,2015,Lahore,Petrol,1300.0,Manual,92708,10,27.0
suzuki,alto,vxr,2022,Islamabad,Petrol,660.0,Manual,32000,3,25.0
toyota,yaris hatchback,x,2020,Islamabad,Petrol,1000.0,Automatic,52118,5,42.0
daihatsu,mira,es,2014,Karachi,Petrol,660.0,Automatic,210570,11,24.0
haval,h6,1.5t,2023,Lahore,Petrol,1500.0,Automatic,30000,2,90.0
suzuki,cultus,euro ii,2014,Karachi,Petrol,1000.0,Manual,43316,11,13.0
suzuki,wagon r,fx limited,2015,Lahore,Petrol,660.0,Automatic,130000,10,23.5
mg,hs,2.0t awd,2024,Islamabad,Petrol,2000.0,Automatic,13104,1,92.0
honda,city,1.5l aspire cvt,2022,Islamabad,Petrol,1500.0,Automatic,82922,3,53.0
honda,city,1.2l m/t,2023,Rawalpindi,Petrol,1200.0,Manual,34000,2,44.25
suzuki,alto,vxr (cng),2007,Islamabad,CNG,1000.0,Manual,168583,18,11.0
kia,carnival,executive,2022,Islamabad,Petrol,3470.0,Automatic,61882,3,165.0
toyota,aqua,s,2020,Islamabad,Hybrid,1500.0,Automatic,63689,5,47.0
toyota,c-hr,g-led,2017,Islamabad,Hybrid,1800.0,Automatic,87394,8,70.0
toyota,prius,s 1.5,2008,Lahore,Hybrid,1500.0,Automatic,104720,17,34.0
suzuki,mehran,vx euro ii,2017,Lahore,Petrol,800.0,Manual,35000,8,13.0
haval,h6,1.5t,2023,Lahore,Petrol,1500.0,Automatic,30000,2,90.0
suzuki,mehran,vx euro ii,2014,Sargodha,Petrol,796.0,Manual,100000,11,10.85
suzuki,cultus,limited edition,2016,Islamabad,Petrol,1000.0,Manual,80000,9,18.4
honda,city,1.3 i-vtec,2008,Lahore,Petrol,1300.0,Manual,190000,17,20.8
suzuki,alto,vx,2021,Rawalpindi,Petrol,660.0,Manual,111883,4,23.0
toyota,prius,phv gr sport,2020,Peshawar,Hybrid,1800.0,Automatic,34551,5,110.0
toyota,corolla,altis grande x cvt-i 1.8 black interior,2025,Karachi,Petrol,1800.0,Automatic,6790,0,82.5
honda,insight,ex,2020,Peshawar,Hybrid,1500.0,Automatic,52042,5,110.0
toyota,passo,x s,2020,Islamabad,Petrol,1000.0,Automatic,63181,5,38.0
suzuki,hustler,hybrid g,2024,Islamabad,Hybrid,660.0,Automatic,9133,1,41.5
toyota,corolla,gli 1.3 vvti,2010,Gujranwala,Petrol,1300.0,Manual,196360,15,24.75
peugeot,2008,active,2022,Lahore,Petrol,1200.0,Automatic,12383,3,59.5
suzuki,swift,rs 1.0 boosterjet,2017,Gujranwala,Hybrid,1000.0,Manual,70012,8,37.5
toyota,raize,z,2020,Lahore,Petrol,1000.0,Automatic,38605,5,63.0
toyota,fortuner,2.7 vvti,2015,Karachi,Petrol,2700.0,Automatic,63448,10,75.0
toyota,corolla,altis x automatic 1.6,2021,Lahore,Petrol,1598.0,Automatic,71704,4,55.5
toyota,raize,z,2020,Lahore,Petrol,1000.0,Automatic,50634,5,61.0
honda,city,1.2l cvt,2022,Lahore,Petrol,1200.0,Automatic,34472,3,44.0
nissan,note,e-power s,2021,Lahore,Hybrid,1200.0,Automatic,20102,4,60.0
daihatsu,mira,x,2013,Lahore,Petrol,660.0,Automatic,103766,12,22.5
honda,n box,slash x,2021,Islamabad,Petrol,660.0,Automatic,38022,4,29.0
toyota,yaris sedan,ativ x mt 1.5,2021,Faisalabad,Petrol,1500.0,Manual,81675,4,46.0
toyota,corolla,gli 1.3 vvti,2012,Karachi,Petrol,1300.0,Manual,135567,13,24.0
suzuki,mehran,vx,2010,Lahore,Petrol,800.0,Manual,90471,15,8.0
mercedes benz,c class,c180 avantgarde,2017,Lahore,Petrol,1600.0,Automatic,77947,8,135.0
suzuki,mehran,vx euro ii,2017,Lahore,Petrol,800.0,Manual,35000,8,13.0
mazda,carol,gx,2023,Lahore,Petrol,660.0,Automatic,4306,2,35.95
mitsubishi,mirage,1.0 m,2012,Islamabad,Petrol,1000.0,Automatic,153742,13,23.5
haval,h6,2.0t awd,2024,Karachi,Petrol,2000.0,Automatic,9280,1,94.5
honda,civic,turbo 1.5 vtec cvt,2016,Karachi,Petrol,1500.0,Automatic,61542,9,48.5
suzuki,alto,f,2021,Rawalpindi,Petrol,660.0,Automatic,36675,4,31.5
baic,bj40 plus,honorable edition,2022,Islamabad,Petrol,2000.0,Automatic,24000,3,87.0
dfsk,glory 580,pro,2024,Islamabad,Petrol,1500.0,Automatic,38000,1,58.5
nissan,note,e-power autech,2018,Lahore,Hybrid,1200.0,Automatic,64650,7,39.0
toyota,raize,z,2020,Karachi,Petrol,1000.0,Automatic,20000,5,60.0
suzuki,swift,glx cvt,2025,Karachi,Petrol,1200.0,Automatic,50,0,50.5
toyota,corolla,gli automatic 1.3 vvti,2017,Karachi,Petrol,1300.0,Automatic,91476,8,42.0
toyota,corolla,gli 1.3 vvti,2012,Karachi,Petrol,1300.0,Manual,135567,13,24.0
mercedes benz,c class,c180 avantgarde,2017,Lahore,Petrol,1600.0,Automatic,77947,8,135.0
toyota,mark x,250g f package,2004,Rawalpindi,Petrol,2500.0,Automatic,84926,21,46.0
suzuki,mehran,vx,2010,Lahore,Petrol,800.0,Manual,90471,15,8.0
hyundai,santro,club gv,2006,Lahore,Petrol,1100.0,Manual,185895,19,12.25
toyota,vitz,b intelligent package 1.0,2007,Islamabad,Petrol,1000.0,Automatic,118888,18,22.9
daihatsu,move,l,2022,Lahore,Petrol,660.0,Automatic,8250,3,34.7
toyota,passo,x l package s,2021,Lahore,Petrol,1000.0,Automatic,78513,4,39.95
honda,vezel,hybrid x,2019,Rawalpindi,Hybrid,1500.0,Automatic,36487,6,65.0
toyota,corolla,altis sr cruisetronic 1.6,2012,Islamabad,Petrol,1600.0,Automatic,82645,13,33.0
suzuki,mehran,vxr euro ii,2018,Islamabad,Petrol,796.0,Manual,45824,7,14.2
suzuki,cultus,euro ii,2014,Karachi,Petrol,1000.0,Manual,43316,11,13.0
suzuki,mehran,vx,2011,Quetta,Petrol,800.0,Manual,78000,14,8.0
suzuki,cultus,vxr,2019,Karachi,Petrol,1000.0,Manual,58800,6,27.0
suzuki,wagon r,fx limited,2015,Lahore,Petrol,660.0,Automatic,130000,10,23.5
toyota,corolla,altis sr cruisetronic 1.6,2012,Lahore,Petrol,1600.0,Automatic,192000,13,27.5
toyota,yaris sedan,ativ x cvt 1.5,2021,Lahore,Petrol,1500.0,Automatic,28000,4,48.5
suzuki,mehran,vx (cng),2010,Abbottabad,Petrol,800.0,Manual,75000,15,10.3
mg,hs,2.0t awd,2024,Islamabad,Petrol,2000.0,Automatic,13104,1,92.0
toyota,corolla,altis grande cvt-i 1.8,2015,Mansehra,Petrol,1800.0,Automatic,86266,10,49.25
honda,civic rebirth,oriel prosmatec ug,2014,Lahore,Petrol,1800.0,Automatic,150000,11,36.5
toyota,corolla,gli automatic 1.3 vvti,2017,Karachi,Petrol,1300.0,Automatic,91476,8,42.0
toyota,raize,g,2020,Karachi,Petrol,1000.0,Automatic,60000,5,54.0
toyota,vitz,jewela smart stop package 1.0,2018,Karachi,Petrol,1000.0,Automatic,55150,7,39.25
toyota,prado,tx 2.7,2013,Karachi,Petrol,2700.0,Automatic,43000,12,159.0
toyota,corolla,xli vvti,2014,Peshawar,Petrol,1300.0,Manual,125000,11,27.8
toyota,prius,s 1.5,2006,Peshawar,Hybrid,1500.0,Automatic,160000,19,26.85
toyota,corolla,gli automatic 1.3 vvti,2016,Peshawar,Petrol,1300.0,Automatic,140000,9,41.8
toyota,hilux,revo g 3.0,2017,Peshawar,Diesel,3000.0,Manual,95000,8,78.8
kia,picanto,1.0 mt,2022,Islamabad,Petrol,1000.0,Manual,44174,3,27.5
suzuki,wagon r,vxr,2019,Islamabad,Petrol,1000.0,Manual,117119,6,23.25
suzuki,cultus,vxl,2017,Karachi,Petrol,1000.0,Manual,78000,8,22.75
mg,hs,2.0t awd,2024,Islamabad,Petrol,2000.0,Automatic,13104,1,92.0
toyota,corolla,altis grande cvt-i 1.8,2015,Mansehra,Petrol,1800.0,Automatic,86266,10,49.25
honda,civic rebirth,oriel prosmatec ug,2014,Lahore,Petrol,1800.0,Automatic,150000,11,36.5
suzuki,cultus,vxr,2018,Lahore,Petrol,1000.0,Manual,115000,7,24.5
honda,civic,oriel 1.8 i-vtec cvt,2018,Sialkot,Petrol,1800.0,Automatic,90000,7,55.7
honda,city,1.5l aspire cvt,2022,Islamabad,Petrol,1500.0,Automatic,82922,3,53.0
hyundai,tucson,awd a/t ultimate,2021,Rawalpindi,Petrol,2000.0,Automatic,75000,4,75.0
toyota,corolla,altis grande cvt-i 1.8,2019,Islamabad,Petrol,1800.0,Automatic,104000,6,59.0
honda,city,1.2l m/t,2023,Rawalpindi,Petrol,1200.0,Manual,34000,2,44.25
suzuki,wagon r,vxl,2015,Rawalpindi,Petrol,1000.0,Manual,100000,10,19.0
suzuki,every,join,2013,Karachi,Petrol,660.0,Automatic,109000,12,20.75
toyota,hilux,vigo champ g,2013,Fateh Jang,Diesel,2500.0,Automatic,130000,12,70.0
suzuki,alto,vxr (cng),2007,Islamabad,CNG,1000.0,Manual,168583,18,11.0
united,bravo,base grade,2023,Islamabad,Petrol,800.0,Manual,13500,2,9.75
toyota,corolla,2.0d saloon,2003,Hasilpur,Diesel,2000.0,Manual,120000,22,11.25
kia,carnival,executive,2022,Islamabad,Petrol,3470.0,Automatic,61882,3,165.0
suzuki,mehran,vxr euro ii,2014,Islamabad,Petrol,800.0,Manual,320000,11,11.9
toyota,passo,x l package,2023,Karachi,Petrol,1000.0,Automatic,50250,2,41.25
toyota,aqua,s,2020,Islamabad,Hybrid,1500.0,Automatic,63689,5,47.0
suzuki,cultus,vxr,2022,Islamabad,Petrol,1000.0,Manual,90000,3,33.5
toyota,c-hr,g-led,2017,Islamabad,Hybrid,1800.0,Automatic,87394,8,70.0
honda,civic reborn,vti oriel prosmatec 1.8 i-vtec,2008,Gujar Khan,Petrol,1800.0,Automatic,75000,17,26.0
toyota,prius,s 1.5,2008,Lahore,Hybrid,1500.0,Automatic,104720,17,34.0
suzuki,cultus,vxl,2017,Karachi,Petrol,1000.0,Manual,78000,8,22.75
kia,sorento,3.5 fwd,2023,Islamabad,Petrol,3500.0,Automatic,30082,2,88.0
suzuki,alto,vxr,2025,Karachi,Petrol,660.0,Manual,13000,0,28.65
suzuki,alto,vxr,2024,Karachi,Petrol,660.0,Manual,16000,1,27.65
honda,n wgn,custom l turbo,2023,Islamabad,Petrol,660.0,Automatic,5907,2,35.5
suzuki,wagon r,fa,2021,Karachi,Petrol,660.0,Automatic,67000,4,30.25
suzuki,swift,glx cvt,2022,Islamabad,Petrol,1200.0,Automatic,25080,3,47.0
toyota,pixis epoch,gsa,2017,Karachi,Petrol,660.0,Automatic,80000,8,30.25
honda,city,1.3 i-vtec,2013,Karachi,Petrol,1300.0,Manual,120000,12,25.8
honda,civic,oriel 1.8 i-vtec cvt,2017,Karachi,Petrol,1800.0,Automatic,90726,8,46.9
bmw,x1,sdrive18i a/t,2017,Islamabad,Petrol,1500.0,Automatic,45473,8,75.0
suzuki,alto,eco-s,2011,Islamabad,Petrol,660.0,Automatic,127104,14,28.5
toyota,c-hr,g-led,2017,Islamabad,Hybrid,1800.0,Automatic,87394,8,70.0
honda,civic reborn,vti oriel prosmatec 1.8 i-vtec,2008,Gujar Khan,Petrol,1800.0,Automatic,75000,17,26.0
toyota,prius,s 1.5,2008,Lahore,Hybrid,1500.0,Automatic,104720,17,34.0
toyota,prado,rz 3.0d (3-door),1997,Islamabad,Diesel,3000.0,Automatic,150000,28,56.0
suzuki,mehran,vx euro ii,2017,Lahore,Petrol,800.0,Manual,35000,8,13.0
mazda,carol,gx,2023,Lahore,Petrol,660.0,Automatic,4306,2,35.95
mitsubishi,mirage,1.0 m,2012,Islamabad,Petrol,1000.0,Automatic,153742,13,23.5
honda,city,1.3 i-vtec,2011,Islamabad,Petrol,1300.0,Manual,150000,14,26.5
haval,h6,2.0t awd,2024,Karachi,Petrol,2000.0,Automatic,9280,1,94.5
daihatsu,move,custom rs,2007,Islamabad,Petrol,660.0,Automatic,75000,18,19.0
honda,city,i-dsi,2006,Lahore,Petrol,1300.0,Manual,320000,19,17.1
honda,civic,vti oriel prosmatec 1.8 i-vtec,2013,Islamabad,Petrol,1800.0,Automatic,133000,12,41.8
toyota,corolla,gli automatic 1.6 vvti,2012,Karachi,Petrol,1600.0,Automatic,102800,13,28.5
honda,civic,turbo 1.5 vtec cvt,2016,Karachi,Petrol,1500.0,Automatic,61542,9,48.5
honda,city,i-dsi,2006,Islamabad,Petrol,1300.0,Manual,40000,19,20.75
honda,civic,oriel 1.8 i-vtec cvt,2019,Gujranwala,Petrol,1800.0,Automatic,85000,6,56.0
haval,h6,hev,2024,Islamabad,Hybrid,1500.0,Automatic,37000,1,117.0
honda,grace,ex,2015,Islamabad,Hybrid,1500.0,Automatic,50000,10,42.5
suzuki,mehran,vxr euro ii,2018,Islamabad,Petrol,800.0,Manual,31000,7,15.2
honda,civic,rs,2022,Lahore,Petrol,1500.0,Automatic,88000,3,87.5
suzuki,wagon r,vxl,2021,Multan,Petrol,1000.0,Manual,68000,4,26.0
honda,city,aspire prosmatec 1.5 i-vtec,2021,Lahore,Petrol,1500.0,Automatic,24000,4,52.0
toyota,prius,s touring selection 1.8,2010,Sheikhupura,Hybrid,1800.0,Automatic,225000,15,38.5
honda,br-v,i-vtec s,2019,Islamabad,Petrol,1500.0,Automatic,95000,6,45.0
suzuki,mehran,vx euro ii,2012,Rawalpindi,Petrol,796.0,Manual,86517,13,11.0
daihatsu,mira,g sa iii,2022,Karachi,Petrol,660.0,Automatic,13000,3,36.0
suzuki,cultus,euro ii,2013,Islamabad,Petrol,1000.0,Manual,8337,12,15.5
